critical_temp,material,alkali_metals,alkaline_earth_metals,transition_metals,posttransition_metals,lanthanoid_metals,metalloids,reactive_nonmetals,noble_gases,tc_quantile
1.86,Pr1Os4Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
6.0,La9Br5B3C6,nan,nan,nan,nan,La,B,C,nan,low critical temp(< 12 K)
0.68,Ce1Pt3Si1,nan,nan,Pt,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.57,Ce0.99La0.01Pt3Si1,nan,nan,Pt,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.15,Ce0.985La0.015Pt3Si1,nan,nan,Pt,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.03,Ce0.98La0.02Pt3Si1,nan,nan,Pt,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
3.95,C1,nan,nan,nan,nan,nan,nan,C,nan,very low critical temp(< 4 K)
4.4,Cu1.3K0.2Co1.5S4,K,nan,Co,nan,nan,nan,S,nan,low critical temp(< 12 K)
6.2,B12Zr1,nan,nan,Zr,nan,nan,B,nan,nan,low critical temp(< 12 K)
1.77,Pr1Os4Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.63,Pr1Os3.8Ru0.2Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.62,Pr1Os3.6Ru0.4Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.54,Pr1Os3.2Ru0.8Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.21,Pr1Os2.4Ru1.6Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
0.75,Pr1Os1.6Ru2.4Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
0.94,Pr1Os0.6Ru3.4Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.11,Pr1Ru4Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.5,Lu4Co6Sn19,nan,nan,Co,Sn,Lu,nan,nan,nan,very low critical temp(< 4 K)
4.5,Sc4Rh6Sn19,nan,nan,Rh,Sn,nan,nan,nan,nan,low critical temp(< 12 K)
3.2,Y4Rh6Sn19,nan,nan,Rh,Sn,nan,nan,nan,nan,very low critical temp(< 4 K)
1.2,Er4Rh6Sn19,nan,nan,Rh,Sn,Er,nan,nan,nan,very low critical temp(< 4 K)
2.3,Tm4Rh6Sn19,nan,nan,Rh,Sn,Tm,nan,nan,nan,very low critical temp(< 4 K)
4.0,Lu4Rh6Sn19,nan,nan,Rh,Sn,Lu,nan,nan,nan,very low critical temp(< 4 K)
1.1,Sc4Ir6Sn19,nan,nan,Ir,Sn,nan,nan,nan,nan,very low critical temp(< 4 K)
3.2,Lu4Ir6Sn19,nan,nan,Ir,Sn,Lu,nan,nan,nan,very low critical temp(< 4 K)
5.84,Tl1Mo3Te3,nan,nan,Mo,Tl,nan,Te,nan,nan,low critical temp(< 12 K)
3.0,Te2Mo6Se6,nan,nan,Mo,nan,nan,Te,Se,nan,very low critical temp(< 4 K)
4.7,La3Ir2Ge2,nan,nan,Ir,nan,La,Ge,nan,nan,low critical temp(< 12 K)
38.6,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
37.5,Mg0.9Al0.1B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
33.4,Mg0.8Al0.2B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
26.7,Mg0.7Al0.3B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
0.5,Ba1,nan,Ba,nan,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
4.8,Ba1,nan,Ba,nan,nan,nan,nan,nan,nan,low critical temp(< 12 K)
3.55,Sr1,nan,Sr,nan,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
5.9,La1,nan,nan,nan,nan,La,nan,nan,nan,low critical temp(< 12 K)
4.86,La1,nan,nan,nan,nan,La,nan,nan,nan,low critical temp(< 12 K)
4.65,Ce0.0007La0.9993,nan,nan,nan,nan,La,nan,nan,nan,low critical temp(< 12 K)
3.7,Ce0.013La0.987,nan,nan,nan,nan,La,nan,nan,nan,very low critical temp(< 4 K)
3.1,Ce0.013La0.987,nan,nan,nan,nan,La,nan,nan,nan,very low critical temp(< 4 K)
2.56,Ce0.02La0.98,nan,nan,nan,nan,La,nan,nan,nan,very low critical temp(< 4 K)
0.34,Sc1,nan,nan,Sc,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.52,Zr1,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
9.2,Nb1,nan,nan,Nb,nan,nan,nan,nan,nan,low critical temp(< 12 K)
4.4,Ta1,nan,nan,Ta,nan,nan,nan,nan,nan,low critical temp(< 12 K)
3.732,Sn1,nan,nan,nan,Sn,nan,nan,nan,nan,very low critical temp(< 4 K)
3.403,In1,nan,nan,nan,In,nan,nan,nan,nan,very low critical temp(< 4 K)
4.301,Ta1,nan,nan,Ta,nan,nan,nan,nan,nan,low critical temp(< 12 K)
2.38,Tl1,nan,nan,nan,Tl,nan,nan,nan,nan,very low critical temp(< 4 K)
4.156,Hg1,nan,nan,nan,Hg,nan,nan,nan,nan,low critical temp(< 12 K)
4.017,Hg1,nan,nan,nan,Hg,nan,nan,nan,nan,very low critical temp(< 4 K)
1.18,Al1,nan,nan,nan,Al,nan,nan,nan,nan,very low critical temp(< 4 K)
6.3,Te1,nan,nan,nan,nan,nan,Te,nan,nan,low critical temp(< 12 K)
10.7,P1,nan,nan,nan,nan,nan,nan,P,nan,low critical temp(< 12 K)
9.9,As0.1P0.9,nan,nan,nan,nan,nan,As,P,nan,low critical temp(< 12 K)
2.4,As1,nan,nan,nan,nan,nan,As,nan,nan,very low critical temp(< 4 K)
8.4,Si1,nan,nan,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
5.2,Si1,nan,nan,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.3,Te1,nan,nan,nan,nan,nan,Te,nan,nan,low critical temp(< 12 K)
2.1,Te3Zr1,nan,nan,Zr,nan,nan,Te,nan,nan,very low critical temp(< 4 K)
36.6,Mg0.95Al0.05B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
35.8,Mg0.93Al0.07B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
33.4,Mg0.9Al0.1B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
31.5,Mg0.85Al0.15B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
29.1,Mg0.8Al0.2B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
32.1,Mg0.9Al0.1B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
25.6,Mg0.8Al0.2B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
7.9,Mg0.7Al0.3B2,nan,Mg,nan,Al,nan,B,nan,nan,low critical temp(< 12 K)
36.0,Mg1B1.924C0.076,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
21.0,Mg1B1.8C0.2,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
6.9,Mg1C1.6Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
6.4,Mg1C1Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
0.061,Pb0.996Tl0.004Te1,nan,nan,nan,Pb,nan,Te,nan,nan,very low critical temp(< 4 K)
0.51,Pb0.9922Tl0.0078Te1,nan,nan,nan,Pb,nan,Te,nan,nan,very low critical temp(< 4 K)
1.32,Pb0.987Tl0.013Te1,nan,nan,nan,Pb,nan,Te,nan,nan,very low critical temp(< 4 K)
1.88,Sn0.87Ag0.1Te1,nan,nan,Ag,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
0.189,Sn0.97Te1,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
0.087,Sn0.97Te1,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
1.24,P3Sn4,nan,nan,nan,Sn,nan,nan,P,nan,very low critical temp(< 4 K)
1.23,As3Sn4,nan,nan,nan,Sn,nan,As,nan,nan,very low critical temp(< 4 K)
2.21,Te3Tl5,nan,nan,nan,Tl,nan,Te,nan,nan,very low critical temp(< 4 K)
11.3,Nb1N1.34O0.27,nan,nan,Nb,nan,nan,nan,N,nan,low critical temp(< 12 K)
11.9,Nb1N1.25O0.25,nan,nan,Nb,nan,nan,nan,N,nan,low critical temp(< 12 K)
12.3,Nb1N1.22O0.18,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
12.8,Nb1N1.08O0.27,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
14.7,Nb1N0.9O0.02,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
2.7,In0.95Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
2.04,In0.91Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
1.55,In0.87Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
1.15,In0.83Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
1.06,In0.82Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
2.6,In1.15Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
2.8,In1.1Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
3.41,In1.05Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
3.51,In1.015Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
3.45,In1Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
0.5,Sr0.925Ba0.075Ti1O3,nan,Sr,Ti,nan,nan,nan,O,nan,very low critical temp(< 4 K)
4.8,As1Ga1,nan,nan,nan,Ga,nan,As,nan,nan,low critical temp(< 12 K)
2.8,Al1Sb1,nan,nan,nan,Al,nan,Sb,nan,nan,very low critical temp(< 4 K)
4.2,Ga1Sb1,nan,nan,nan,Ga,nan,Sb,nan,nan,low critical temp(< 12 K)
2.18,In1Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
7.88,Bi1Sn1,nan,nan,nan,Sn,nan,nan,nan,nan,low critical temp(< 12 K)
2.8,Bi2Te3,nan,nan,nan,Bi,nan,Te,nan,nan,very low critical temp(< 4 K)
0.43,Sr1Ti1O3,nan,Sr,Ti,nan,nan,nan,O,nan,very low critical temp(< 4 K)
0.33,Sr1Ti1O3,nan,Sr,Ti,nan,nan,nan,O,nan,very low critical temp(< 4 K)
0.3,Sr1Ti1O3,nan,Sr,Ti,nan,nan,nan,O,nan,very low critical temp(< 4 K)
0.5,Sr0.95Ba0.05Ti1O3,nan,Sr,Ti,nan,nan,nan,O,nan,very low critical temp(< 4 K)
0.5,Sr0.7Ca0.3Ti1O3,nan,Sr,Ti,nan,nan,nan,O,nan,very low critical temp(< 4 K)
2.0,In1Sb1,nan,nan,nan,In,nan,Sb,nan,nan,very low critical temp(< 4 K)
4.1,In1Sb1,nan,nan,nan,In,nan,Sb,nan,nan,low critical temp(< 12 K)
3.6,In1Sb1,nan,nan,nan,In,nan,Sb,nan,nan,very low critical temp(< 4 K)
7.1,W7Re13B1,nan,nan,Re,nan,nan,B,nan,nan,low critical temp(< 12 K)
7.3,W7Re13C1,nan,nan,Re,nan,nan,nan,C,nan,low critical temp(< 12 K)
4.0,Na0.65H5Sn1.16S5.16Ta2O2.5,Na,nan,Ta,Sn,nan,nan,S,nan,very low critical temp(< 4 K)
3.7,Na0.4H3.6Pb1.14S5.14Ta2O1.8,Na,nan,Ta,Pb,nan,nan,S,nan,very low critical temp(< 4 K)
3.5,Na0.4H3.6Sb1.16S5.16Ta2O1.8,Na,nan,Ta,nan,nan,Sb,S,nan,very low critical temp(< 4 K)
7.61,Li2B1Pd3,Li,nan,Pd,nan,nan,B,nan,nan,low critical temp(< 12 K)
6.59,Li2B1Pd2.7Pt0.3,Li,nan,Pd,nan,nan,B,nan,nan,low critical temp(< 12 K)
4.9,Li2B1Pd2.4Pt0.6,Li,nan,Pd,nan,nan,B,nan,nan,low critical temp(< 12 K)
3.72,Li2B1Pd1.5Pt1.5,Li,nan,Pd,nan,nan,B,nan,nan,very low critical temp(< 4 K)
2.31,Li2B1Pd0.9Pt2.1,Li,nan,Pt,nan,nan,B,nan,nan,very low critical temp(< 4 K)
1.86,Li2B1Pt3,Li,nan,Pt,nan,nan,B,nan,nan,very low critical temp(< 4 K)
4.0,La1Fe4P12,nan,nan,Fe,nan,La,nan,P,nan,very low critical temp(< 4 K)
7.0,La1Ru4P12,nan,nan,Ru,nan,La,nan,P,nan,low critical temp(< 12 K)
1.8,La1Os4P12,nan,nan,Os,nan,La,nan,P,nan,very low critical temp(< 4 K)
2.25,Ce1Co1In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
3.3,Cs1Os1O6,Cs,nan,Os,nan,nan,nan,O,nan,very low critical temp(< 4 K)
6.3,Rb1Os1O6,Rb,nan,Os,nan,nan,nan,O,nan,low critical temp(< 12 K)
4.44,B2Nb1,nan,nan,Nb,nan,nan,B,nan,nan,low critical temp(< 12 K)
5.26,B2.03Nb1,nan,nan,Nb,nan,nan,B,nan,nan,low critical temp(< 12 K)
5.8,B2.1Nb1,nan,nan,Nb,nan,nan,B,nan,nan,low critical temp(< 12 K)
7.193,Pb1,nan,nan,nan,Pb,nan,nan,nan,nan,low critical temp(< 12 K)
0.214,Sn1Te1,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
0.174,Sn1Te1,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
0.104,Sn1Te1,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
0.068,Sn1Te1,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
0.034,Sn1Te1,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
10.0,La3Se4,nan,nan,nan,nan,La,nan,Se,nan,low critical temp(< 12 K)
3.2,In1Te1,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
1.16,As3Sn4,nan,nan,nan,Sn,nan,As,nan,nan,very low critical temp(< 4 K)
1.15,In3Te4,nan,nan,nan,In,nan,Te,nan,nan,very low critical temp(< 4 K)
1.55,Ge3Te4,nan,nan,nan,nan,nan,Te,nan,nan,very low critical temp(< 4 K)
0.55,Sr0.95Ba0.05Ti1O3,nan,Sr,Ti,nan,nan,nan,O,nan,very low critical temp(< 4 K)
0.5,Sr0.925Ca0.075Ti1O3,nan,Sr,Ti,nan,nan,nan,O,nan,very low critical temp(< 4 K)
0.55,Sr0.7Ca0.3Ti1O3,nan,Sr,Ti,nan,nan,nan,O,nan,very low critical temp(< 4 K)
1.07,In0.03Sn0.97Te1.01,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
1.14,In0.04Sn0.96Te1.01,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
1.2,In0.045Sn0.955Te1.01,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
1.43,In0.05Sn0.95Te1.01,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
1.36,In0.06Sn0.94Te1.01,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
1.45,In0.08Sn0.92Te1.01,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
1.75,In0.1Sn0.9Te1.01,nan,nan,nan,Sn,nan,Te,nan,nan,very low critical temp(< 4 K)
35.5,Mg1B1.924C0.076,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
27.2,Mg1B1.85C0.15,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
21.5,Mg1B1.8C0.2,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
22.9,Mg0.8Al0.2B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
30.4,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,moderate critical temp(< 32 K)
22.8,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,moderate critical temp(< 32 K)
17.1,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,moderate critical temp(< 32 K)
13.6,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,moderate critical temp(< 32 K)
8.13,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,low critical temp(< 12 K)
34.7,Mg0.978Al0.022B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
34.0,Mg0.956Al0.044B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
32.4,Mg0.915Al0.085B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
25.3,Mg0.815Al0.185B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
38.2,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
32.7,Mg0.815Al0.09B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
25.7,Mg0.815Al0.18B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
35.0,Mg0.815Al0.024B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
32.0,Mg0.815Al0.092B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
7.1,Li2Pd3B1,Li,nan,Pd,nan,nan,B,nan,nan,low critical temp(< 12 K)
6.9,Mg1C1Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
7.09,Mg1C0.925Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
6.97,Mg1C0.885B0.04Ni3,nan,Mg,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
6.76,Mg1C0.853B0.072Ni3,nan,Mg,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
6.88,Mg1C0.814B0.111Ni3,nan,Mg,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
6.44,Mg1C0.771B0.154Ni3,nan,Mg,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
2.26,Ce1Co1In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.56,Ce1Co1In4.94Sn0.06,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
4.4,Na0.1Ta1S2,Na,nan,Ta,nan,nan,nan,S,nan,low critical temp(< 12 K)
4.0,Na0.05Ta1S2,Na,nan,Ta,nan,nan,nan,S,nan,very low critical temp(< 4 K)
30.9,C60Rb3,Rb,nan,nan,nan,nan,nan,C,nan,moderate critical temp(< 32 K)
12.8,Zr1N1Cl0.7,nan,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
1.5,Ce1Rh0.6Co0.4In5,nan,nan,Rh,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.43,Ce1Rh0.4Co0.6In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.38,Ce1Rh0.35Co0.65In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.56,Ce1Rh0.29Co0.71In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.38,Ce1Rh0.23Co0.77In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.73,Ce1Rh0.13Co0.87In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.89,Ce1Rh0.07Co0.93In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
5.0,Nb1Se3,nan,nan,Nb,nan,nan,nan,Se,nan,low critical temp(< 12 K)
3.71,Nb1Se3,nan,nan,Nb,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
9.0,Ba7.76Si46,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
8.2,Ba7.61Si46,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
6.0,Ba6.63Si46,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
5.0,Ba6.62Si46,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
6.55,Ce0.9Pr0.1Ru2,nan,nan,Ru,nan,Ce,nan,nan,nan,low critical temp(< 12 K)
5.82,Ce0.8Pr0.2Ru2,nan,nan,Ru,nan,Ce,nan,nan,nan,low critical temp(< 12 K)
5.11,Ce0.7Pr0.3Ru2,nan,nan,Ru,nan,Ce,nan,nan,nan,low critical temp(< 12 K)
1.25,Ce0.65Pr0.35Ru2,nan,nan,Ru,nan,Ce,nan,nan,nan,very low critical temp(< 4 K)
2.24,Ge2La1,nan,nan,nan,nan,La,Ge,nan,nan,very low critical temp(< 4 K)
2.17,Ge1.9La1,nan,nan,nan,nan,La,Ge,nan,nan,very low critical temp(< 4 K)
2.17,Ge1.85La1,nan,nan,nan,nan,La,Ge,nan,nan,very low critical temp(< 4 K)
2.17,Ge1.83La1,nan,nan,nan,nan,La,Ge,nan,nan,very low critical temp(< 4 K)
2.17,Ge1.81La1,nan,nan,nan,nan,La,Ge,nan,nan,very low critical temp(< 4 K)
1.87,Ge1.8La1,nan,nan,nan,nan,La,Ge,nan,nan,very low critical temp(< 4 K)
1.57,Ge1.78La1,nan,nan,nan,nan,La,Ge,nan,nan,very low critical temp(< 4 K)
2.35,Ge3Y1,nan,nan,Y,nan,nan,Ge,nan,nan,very low critical temp(< 4 K)
36.7,Mg0.99Cr0.01B2,nan,Mg,Cr,nan,nan,B,nan,nan,high critical temp(< 74 K)
35.3,Mg0.98Cr0.02B2,nan,Mg,Cr,nan,nan,B,nan,nan,high critical temp(< 74 K)
35.1,Mg0.97Cr0.03B2,nan,Mg,Cr,nan,nan,B,nan,nan,high critical temp(< 74 K)
5.61,Dy0.95Tb0.05Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,low critical temp(< 12 K)
4.7,Dy0.9Tb0.1Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,low critical temp(< 12 K)
3.24,Dy0.75Tb0.25Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,very low critical temp(< 4 K)
6.24,Dy1Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,low critical temp(< 12 K)
10.0,Pr2Ba4Cu7O14.5,nan,Ba,Cu,nan,Pr,nan,O,nan,low critical temp(< 12 K)
15.0,Pr2Ba4Cu7O15,nan,Ba,Cu,nan,Pr,nan,O,nan,moderate critical temp(< 32 K)
5.18,Sr2Ca12Cu24O41,nan,Ca,Cu,nan,nan,nan,O,nan,low critical temp(< 12 K)
1.0,La1Os4Sb12,nan,nan,Os,nan,La,Sb,nan,nan,very low critical temp(< 4 K)
0.64,Ce1Cu2Si2,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
8.6,Hf1V2,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
7.6,Hf1V2,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
11.5,C6Ca1,nan,Ca,nan,nan,nan,nan,C,nan,low critical temp(< 12 K)
31.8,La1.75Nd0.1Sr0.15Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
29.0,La1.65Nd0.2Sr0.15Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
19.2,La1.55Nd0.3Sr0.15Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
9.0,La1.45Nd0.4Sr0.15Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,low critical temp(< 12 K)
34.0,Bi2Sr1.6La0.4Cu1O6,nan,Sr,Cu,Bi,La,nan,O,nan,high critical temp(< 74 K)
29.5,Bi2Sr1.6Nd0.4Cu1O6,nan,Sr,Cu,Bi,Nd,nan,O,nan,moderate critical temp(< 32 K)
16.0,Bi2Sr1.6Eu0.4Cu1O6,nan,Sr,Cu,Bi,Eu,nan,O,nan,moderate critical temp(< 32 K)
12.9,Bi2Sr1.6Gd0.4Cu1O6,nan,Sr,Cu,Bi,Gd,nan,O,nan,moderate critical temp(< 32 K)
27.0,Bi2Sr1.6La0.2Gd0.2Cu1O6,nan,Sr,Cu,Bi,La,nan,O,nan,moderate critical temp(< 32 K)
3.3445,Cd0.01In0.99,nan,nan,nan,In,nan,nan,nan,nan,very low critical temp(< 4 K)
3.2945,Cd0.02In0.98,nan,nan,nan,In,nan,nan,nan,nan,very low critical temp(< 4 K)
3.2755,Cd0.03In0.97,nan,nan,nan,In,nan,nan,nan,nan,very low critical temp(< 4 K)
3.2595,Cd0.04In0.96,nan,nan,nan,In,nan,nan,nan,nan,very low critical temp(< 4 K)
9.46,In1La3,nan,nan,nan,In,La,nan,nan,nan,low critical temp(< 12 K)
7.11,La2.9579Ce0.0421In1,nan,nan,nan,In,La,nan,nan,nan,low critical temp(< 12 K)
5.72,La2.9394Ce0.0606In1,nan,nan,nan,In,La,nan,nan,nan,low critical temp(< 12 K)
4.42,La2.9251Ce0.0749In1,nan,nan,nan,In,La,nan,nan,nan,low critical temp(< 12 K)
4.02,La2.9234Ce0.0766In1,nan,nan,nan,In,La,nan,nan,nan,very low critical temp(< 4 K)
6.04,La2.9602Gd0.0398In1,nan,nan,nan,In,La,nan,nan,nan,low critical temp(< 12 K)
5.94,B12Zr1,nan,nan,Zr,nan,nan,B,nan,nan,low critical temp(< 12 K)
5.86,B1Mo2,nan,nan,Mo,nan,nan,B,nan,nan,low critical temp(< 12 K)
3.18,B1W2,nan,nan,W,nan,nan,B,nan,nan,very low critical temp(< 4 K)
17.9,Nb3Sn1,nan,nan,Nb,Sn,nan,nan,nan,nan,moderate critical temp(< 32 K)
3.72,Sn1,nan,nan,nan,Sn,nan,nan,nan,nan,very low critical temp(< 4 K)
8.35,Ir1Mo3,nan,nan,Mo,nan,nan,nan,nan,nan,low critical temp(< 12 K)
0.916,Mo1,nan,nan,Mo,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
38.81,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
5.3,Ag0.15Bi0.85,nan,nan,Ag,Bi,nan,nan,nan,nan,low critical temp(< 12 K)
3.0,Ag1Bi2,nan,nan,Ag,Bi,nan,nan,nan,nan,very low critical temp(< 4 K)
0.15,Ag7F4O8B1,nan,nan,Ag,nan,nan,B,O,nan,very low critical temp(< 4 K)
1.128,Ag0.002Al0.998,nan,nan,Ag,Al,nan,nan,nan,nan,very low critical temp(< 4 K)
0.88,Ag0.167Al0.833,nan,nan,Ag,Al,nan,nan,nan,nan,very low critical temp(< 4 K)
1.04,Ag7F0.25N0.75O10.25,nan,nan,Ag,nan,nan,nan,O,nan,very low critical temp(< 4 K)
1.5,Ag7F2H1O8,nan,nan,Ag,nan,nan,nan,O,nan,very low critical temp(< 4 K)
